subscriber_id,blast_id,send_timestamp,open_timestamp,click_timestamp,device,click_urls
human_000000,demo_blast_002,2025-01-15 10:00:00,2025-01-17 07:01:57.222091,,Apple Mail,
human_000001,demo_blast_002,2025-01-15 10:00:00,2025-01-15 11:37:43.682316,,Apple Mail,
human_000002,demo_blast_002,2025-01-15 10:00:00,,,,
human_000003,demo_blast_002,2025-01-15 10:00:00,,,,
human_000004,demo_blast_002,2025-01-15 10:00:00,2025-01-16 02:28:21.054885,,Apple Mail,
human_000005,demo_blast_002,2025-01-15 10:00:00,,,,
human_000006,demo_blast_002,2025-01-15 10:00:00,,,,
human_000007,demo_blast_002,2025-01-15 10:00:00,2025-01-16 22:49:15.107434,,Apple Mail,
human_000008,demo_blast_002,2025-01-15 10:00:00,2025-01-15 14:42:07.393258,,Apple Mail,
human_000009,demo_blast_002,2025-01-15 10:00:00,,,,
human_000010,demo_blast_002,2025-01-15 10:00:00,,,,
human_000011,demo_blast_002,2025-01-15 10:00:00,,,,
human_000012,demo_blast_002,2025-01-15 10:00:00,,,,
human_000013,demo_blast_002,2025-01-15 10:00:00,,,,
human_000014,demo_blast_002,2025-01-15 10:00:00,,,,
human_000015,demo_blast_002,2025-01-15 10:00:00,2025-01-15 15:04:51.582762,,Apple Mail,
human_000016,demo_blast_002,2025-01-15 10:00:00,,,,
human_000017,demo_blast_002,2025-01-15 10:00:00,2025-01-15 19:10:11.663546,,iPhone,
human_000018,demo_blast_002,2025-01-15 10:00:00,,,,
human_000019,demo_blast_002,2025-01-15 10:00:00,2025-01-15 11:32:41.149308,,Apple Mail,
human_000020,demo_blast_002,2025-01-15 10:00:00,,,,
human_000021,demo_blast_002,2025-01-15 10:00:00,,,,
human_000022,demo_blast_002,2025-01-15 10:00:00,,,,
human_000023,demo_blast_002,2025-01-15 10:00:00,,,,
human_000024,demo_blast_002,2025-01-15 10:00:00,,,,
human_000025,demo_blast_002,2025-01-15 10:00:00,2025-01-15 16:18:37.535460,,iPhone,
human_000026,demo_blast_002,2025-01-15 10:00:00,2025-01-15 18:28:34.466337,2025-01-15 18:29:04.466337,Apple Mail,https://example.com/article-about-topic
human_000027,demo_blast_002,2025-01-15 10:00:00,,,,
human_000028,demo_blast_002,2025-01-15 10:00:00,,,,
human_000029,demo_blast_002,2025-01-15 10:00:00,2025-01-15 15:01:13.931577,,Apple Mail,
human_000030,demo_blast_002,2025-01-15 10:00:00,2025-01-15 12:53:06.578839,,Android,
human_000031,demo_blast_002,2025-01-15 10:00:00,,,,
human_000032,demo_blast_002,2025-01-15 10:00:00,2025-01-15 14:23:52.891636,,Apple Mail,
human_000033,demo_blast_002,2025-01-15 10:00:00,2025-01-15 13:35:52.274965,,Apple Mail,
human_000034,demo_blast_002,2025-01-15 10:00:00,,,,
human_000035,demo_blast_002,2025-01-15 10:00:00,2025-01-15 13:20:35.498651,,Apple Mail,
human_000036,demo_blast_002,2025-01-15 10:00:00,,,,
human_000037,demo_blast_002,2025-01-15 10:00:00,,,,
human_000038,demo_blast_002,2025-01-15 10:00:00,,,,
human_000039,demo_blast_002,2025-01-15 10:00:00,,,,
human_000040,demo_blast_002,2025-01-15 10:00:00,,,,
human_000041,demo_blast_002,2025-01-15 10:00:00,,,,
human_000042,demo_blast_002,2025-01-15 10:00:00,,,,
human_000043,demo_blast_002,2025-01-15 10:00:00,,,,
human_000044,demo_blast_002,2025-01-15 10:00:00,,,,
human_000045,demo_blast_002,2025-01-15 10:00:00,,,,
